ano,mes,product_id,produto,categoria,unidades,receita
2022,4,1126,Sardinha c/ Azeitonas Recheadas | Sintra,Sardinha Azeitonas (Cidades),38,494.0
2022,4,1127,Sardinha c/ Azeitonas Recheadas | Cascais,Sardinha Azeitonas (Cidades),6,78.0
2022,4,1128,Sardinha c/ Azeitonas Recheadas | Obidos,Sardinha Azeitonas (Cidades),10,130.0
2022,4,1129,Sardinha c/ Azeitonas Recheadas | Evora,Sardinha Azeitonas (Cidades),11,143.0
2022,4,1130,Sardinha c/ Azeitonas Recheadas | Coimbra,Sardinha Azeitonas (Cidades),10,130.0
2022,4,1131,Sardinha c/ Azeitonas Recheadas | Aveiro,Sardinha Azeitonas (Cidades),15,195.0
2022,4,1132,Sardinha c/ Azeitonas Recheadas | Algarve,Sardinha Azeitonas (Cidades),7,91.0
2022,4,1133,Sardinha c/ Azeitonas Recheadas | Madeira,Sardinha Azeitonas (Cidades),9,117.0
2022,4,1134,Sardinha c/ Azeitonas Recheadas | Acores,Sardinha Azeitonas (Cidades),18,234.0
2022,4,1135,Carapau em Azeite Virgem Extra,Outros Peixes e Mariscos,36,216.0
2022,4,1136,Mexilhoes Fumados em Azeite,Outros Peixes e Mariscos,214,1669.2
2022,4,1137,Atum em Azeite,Outros Peixes e Mariscos,301,2678.9
2022,4,1138,Filetes com Mostarda,Outros Peixes e Mariscos,95,1102.0
2022,4,1139,Filetes de Cavala em Azeite,Outros Peixes e Mariscos,158,1469.3999999999999
2022,4,1140,Truta Fumada em Azeite,Outros Peixes e Mariscos,94,911.8
2022,4,1141,Lulas em Molho Guisado,Outros Peixes e Mariscos,47,460.6
2022,4,1142,Agulha Picante em Escabeche,Outros Peixes e Mariscos,27,286.2
2022,4,1143,Agulha Picante em Azeite Virgem Extra,Outros Peixes e Mariscos,27,275.4
2022,4,1144,Buzios ao Natural,Outros Peixes e Mariscos,61,628.3000000000001
2022,4,1145,Bacalhau em Azeite,Outros Peixes e Mariscos,604,7550.0
2022,4,1146,Ovas de Bacalhau Fumadas com Legumes,Outros Peixes e Mariscos,60,738.0
2022,4,1147,Choquinhos,Outros Peixes e Mariscos,41,582.1999999999999
2022,4,1148,Peixe-Espada em Azeite Virgem Extra,Outros Peixes e Mariscos,58,794.6
2022,4,1149,Salmao Fumado em Azeite,Outros Peixes e Mariscos,213,3152.4
2022,4,1150,Dourada em Azeite Virgem Extra,Outros Peixes e Mariscos,64,972.8
2022,4,1151,Robalo em Azeite Virgem Extra,Outros Peixes e Mariscos,290,4437.0
2022,4,1152,Polvo em Azeite Virgem Extra,Outros Peixes e Mariscos,715,11297.0
2022,4,1153,Camarao a Scampi (Gambas),Outros Peixes e Mariscos,241,4338.0
2022,4,1154,Corvina em Azeite Virgem Extra,Outros Peixes e Mariscos,66,1188.0
2022,4,1155,Linguado Fumado em Azeite,Outros Peixes e Mariscos,11,271.7
2022,4,1156,Enguias de Escabeche,Outros Peixes e Mariscos,23,644.0
2022,4,1157,Filetes de Enguia Fumada em Azeite,Outros Peixes e Mariscos,11,378.4
2022,4,1158,Caranguejo Real,Outros Peixes e Mariscos,6,505.79999999999995
2022,4,1159,Lagosta Picante com Algas em Azeite V.E.,Outros Peixes e Mariscos,23,1067.2
2022,4,1160,Ovas de Cavala,Outros Peixes e Mariscos,9,239.4
2022,4,1161,Ovas de Sardinha,Outros Peixes e Mariscos,2,95.2
2022,4,1162,Pate de Cavala,Pates,32,265.6
2022,4,1163,Pate de Sardinha,Pates,95,836.0
2022,4,1164,Pate de Sardinha com Mostarda,Pates,41,385.4
2022,4,1165,Pate de Sardinha com Limao,Pates,45,432.0
2022,4,1166,Pate de Bacalhau,Pates,81,793.8
2022,4,1167,Pate de Enguias de Escabeche,Pates,28,302.4
2022,4,1168,Bolinhas de Aveia com Legumes,Vegetarianos,20,176.0
2022,4,1169,Pataniscas de Grao-de-Bico e Cenoura,Vegetarianos,37,358.9
2022,4,1170,Cogumelo Portobelo,Vegetarianos,25,305.0
2022,4,1171,Bolsa Sardine Summer,Embalagens e Acessorios,48,24.0
2022,4,1172,Saco de TNT,Embalagens e Acessorios,32,64.0
2022,4,1173,Saco Rede COMUR,Embalagens e Acessorios,5,100.0
2022,4,1174,Saco Grande COMUR/MFSP,Embalagens e Acessorios,23,11.5
2022,4,1175,Saco MFSP Pequeno,Embalagens e Acessorios,29,5.800000000000001
2022,4,1176,CX Portuguese Sardine 8un,Embalagens e Acessorios,179,0.0
2022,4,1177,Caixa de Pates,Embalagens e Acessorios,19,0.0
2022,4,1178,Caixa de Anchovas,Embalagens e Acessorios,12,0.0
2022,4,1179,Caixa Comur Survival Kit,Embalagens e Acessorios,12,0.0
2022,4,1180,Box Lingote,Embalagens e Acessorios,10,0.0
2022,4,1181,Caixa Crazy for Sardines,Embalagens e Acessorios,88,0.0
2022,5,1000,Sardinha 1916 (Timeless),Sardinhas Intemporais,7,63.0
2022,5,1001,Sardinha 1917 (Timeless),Sardinhas Intemporais,13,117.0
2022,5,1002,Sardinha 1918 (Timeless),Sardinhas Intemporais,6,54.0
2022,5,1003,Sardinha 1919 (Timeless),Sardinhas Intemporais,10,90.0
2022,5,1004,Sardinha 1920 (Timeless),Sardinhas Intemporais,5,45.0
2022,5,1005,Sardinha 1921 (Timeless),Sardinhas Intemporais,15,135.0
2022,5,1006,Sardinha 1922 (Timeless),Sardinhas Intemporais,5,45.0
2022,5,1007,Sardinha 1923 (Timeless),Sardinhas Intemporais,6,54.0
2022,5,1008,Sardinha 1924 (Timeless),Sardinhas Intemporais,5,45.0
2022,5,1009,Sardinha 1925 (Timeless),Sardinhas Intemporais,7,63.0
2022,5,1010,Sardinha 1926 (Timeless),Sardinhas Intemporais,5,45.0
2022,5,1011,Sardinha 1927 (Timeless),Sardinhas Intemporais,9,81.0
2022,5,1012,Sardinha 1928 (Timeless),Sardinhas Intemporais,8,72.0
2022,5,1013,Sardinha 1929 (Timeless),Sardinhas Intemporais,10,90.0
2022,5,1014,Sardinha 1930 (Timeless),Sardinhas Intemporais,5,45.0
2022,5,1015,Sardinha 1931 (Timeless),Sardinhas Intemporais,6,54.0
2022,5,1016,Sardinha 1932 (Timeless),Sardinhas Intemporais,9,81.0
2022,5,1017,Sardinha 1933 (Timeless),Sardinhas Intemporais,6,54.0
2022,5,1018,Sardinha 1934 (Timeless),Sardinhas Intemporais,7,63.0
2022,5,1019,Sardinha 1935 (Timeless),Sardinhas Intemporais,6,54.0
2022,5,1020,Sardinha 1936 (Timeless),Sardinhas Intemporais,8,72.0
2022,5,1021,Sardinha 1937 (Timeless),Sardinhas Intemporais,9,81.0
2022,5,1022,Sardinha 1938 (Timeless),Sardinhas Intemporais,11,99.0
2022,5,1023,Sardinha 1939 (Timeless),Sardinhas Intemporais,12,108.0
2022,5,1024,Sardinha 1940 (Timeless),Sardinhas Intemporais,6,54.0
2022,5,1025,Sardinha 1941 (Timeless),Sardinhas Intemporais,9,81.0
2022,5,1026,Sardinha 1942 (Timeless),Sardinhas Intemporais,5,45.0
2022,5,1027,Sardinha 1943 (Timeless),Sardinhas Intemporais,8,72.0
2022,5,1028,Sardinha 1944 (Timeless),Sardinhas Intemporais,9,81.0
2022,5,1029,Sardinha 1945 (Timeless),Sardinhas Intemporais,7,63.0
2022,5,1030,Sardinha 1946 (Timeless),Sardinhas Intemporais,4,36.0
2022,5,1031,Sardinha 1947 (Timeless),Sardinhas Intemporais,8,72.0
2022,5,1032,Sardinha 1948 (Timeless),Sardinhas Intemporais,6,54.0
2022,5,1033,Sardinha 1949 (Timeless),Sardinhas Intemporais,11,99.0
2022,5,1034,Sardinha 1950 (Timeless),Sardinhas Intemporais,25,225.0
2022,5,1035,Sardinha 1951 (Timeless),Sardinhas Intemporais,30,270.0
2022,5,1036,Sardinha 1952 (Timeless),Sardinhas Intemporais,22,198.0
2022,5,1037,Sardinha 1953 (Timeless),Sardinhas Intemporais,31,279.0
2022,5,1038,Sardinha 1954 (Timeless),Sardinhas Intemporais,33,297.0
2022,5,1039,Sardinha 1955 (Timeless),Sardinhas Intemporais,27,243.0
2022,5,1040,Sardinha 1956 (Timeless),Sardinhas Intemporais,28,252.0
2022,5,1041,Sardinha 1957 (Timeless),Sardinhas Intemporais,30,270.0
2022,5,1042,Sardinha 1958 (Timeless),Sardinhas Intemporais,28,252.0
2022,5,1043,Sardinha 1959 (Timeless),Sardinhas Intemporais,33,297.0
2022,5,1044,Sardinha 1960 (Timeless),Sardinhas Intemporais,28,252.0
2022,5,1045,Sardinha 1961 (Timeless),Sardinhas Intemporais,24,216.0
2022,5,1046,Sardinha 1962 (Timeless),Sardinhas Intemporais,23,207.0
2022,5,1047,Sardinha 1963 (Timeless),Sardinhas Intemporais,33,297.0
2022,5,1048,Sardinha 1964 (Timeless),Sardinhas Intemporais,28,252.0
2022,5,1049,Sardinha 1965 (Timeless),Sardinhas Intemporais,26,234.0
2022,5,1050,Sardinha 1966 (Timeless),Sardinhas Intemporais,25,225.0
2022,5,1051,Sardinha 1967 (Timeless),Sardinhas Intemporais,22,198.0
2022,5,1052,Sardinha 1968 (Timeless),Sardinhas Intemporais,35,315.0
2022,5,1053,Sardinha 1969 (Timeless),Sardinhas Intemporais,25,225.0
2022,5,1054,Sardinha 1970 (Timeless),Sardinhas Intemporais,21,189.0
2022,5,1055,Sardinha 1971 (Timeless),Sardinhas Intemporais,32,288.0
2022,5,1056,Sardinha 1972 (Timeless),Sardinhas Intemporais,39,351.0
2022,5,1057,Sardinha 1973 (Timeless),Sardinhas Intemporais,32,288.0
2022,5,1058,Sardinha 1974 (Timeless),Sardinhas Intemporais,20,180.0
2022,5,1059,Sardinha 1975 (Timeless),Sardinhas Intemporais,25,225.0
2022,5,1060,Sardinha 1976 (Timeless),Sardinhas Intemporais,31,279.0
2022,5,1061,Sardinha 1977 (Timeless),Sardinhas Intemporais,35,315.0
2022,5,1062,Sardinha 1978 (Timeless),Sardinhas Intemporais,33,297.0
2022,5,1063,Sardinha 1979 (Timeless),Sardinhas Intemporais,32,288.0
2022,5,1064,Sardinha 1980 (Timeless),Sardinhas Intemporais,27,243.0
2022,5,1065,Sardinha 1981 (Timeless),Sardinhas Intemporais,29,261.0
2022,5,1066,Sardinha 1982 (Timeless),Sardinhas Intemporais,28,252.0
2022,5,1067,Sardinha 1983 (Timeless),Sardinhas Intemporais,18,162.0
2022,5,1068,Sardinha 1984 (Timeless),Sardinhas Intemporais,32,288.0
2022,5,1069,Sardinha 1985 (Timeless),Sardinhas Intemporais,21,189.0
2022,5,1070,Sardinha 1986 (Timeless),Sardinhas Intemporais,21,189.0
2022,5,1071,Sardinha 1987 (Timeless),Sardinhas Intemporais,20,180.0
2022,5,1072,Sardinha 1988 (Timeless),Sardinhas Intemporais,25,225.0
2022,5,1073,Sardinha 1989 (Timeless),Sardinhas Intemporais,27,243.0
2022,5,1074,Sardinha 1990 (Timeless),Sardinhas Intemporais,35,315.0
2022,5,1075,Sardinha 1991 (Timeless),Sardinhas Intemporais,23,207.0
2022,5,1076,Sardinha 1992 (Timeless),Sardinhas Intemporais,19,171.0
2022,5,1077,Sardinha 1993 (Timeless),Sardinhas Intemporais,17,153.0
2022,5,1078,Sardinha 1994 (Timeless),Sardinhas Intemporais,32,288.0
2022,5,1079,Sardinha 1995 (Timeless),Sardinhas Intemporais,20,180.0
2022,5,1080,Sardinha 1996 (Timeless),Sardinhas Intemporais,27,243.0
2022,5,1081,Sardinha 1997 (Timeless),Sardinhas Intemporais,24,216.0
2022,5,1082,Sardinha 1998 (Timeless),Sardinhas Intemporais,25,225.0
2022,5,1083,Sardinha 1999 (Timeless),Sardinhas Intemporais,18,162.0
2022,5,1084,Sardinha 2000 (Timeless),Sardinhas Intemporais,29,261.0
2022,5,1085,Sardinha 2001 (Timeless),Sardinhas Intemporais,24,216.0
2022,5,1086,Sardinha 2002 (Timeless),Sardinhas Intemporais,29,261.0
2022,5,1087,Sardinha 2003 (Timeless),Sardinhas Intemporais,36,324.0
2022,5,1088,Sardinha 2004 (Timeless),Sardinhas Intemporais,26,234.0
2022,5,1089,Sardinha 2005 (Timeless),Sardinhas Intemporais,28,252.0
2022,5,1090,Sardinha 2006 (Timeless),Sardinhas Intemporais,6,54.0
2022,5,1091,Sardinha 2007 (Timeless),Sardinhas Intemporais,5,45.0
2022,5,1092,Sardinha 2008 (Timeless),Sardinhas Intemporais,8,72.0
2022,5,1093,Sardinha 2009 (Timeless),Sardinhas Intemporais,6,54.0
2022,5,1094,Sardinha 2010 (Timeless),Sardinhas Intemporais,7,63.0
2022,5,1095,Sardinha 2011 (Timeless),Sardinhas Intemporais,10,90.0
2022,5,1096,Sardinha 2012 (Timeless),Sardinhas Intemporais,8,72.0
2022,5,1097,Sardinha 2013 (Timeless),Sardinhas Intemporais,9,81.0
2022,5,1098,Sardinha 2014 (Timeless),Sardinhas Intemporais,4,36.0
2022,5,1099,Sardinha 2015 (Timeless),Sardinhas Intemporais,11,99.0
2022,5,1100,Sardinha 2016 (Timeless),Sardinhas Intemporais,4,36.0
2022,5,1101,Sardinha 2017 (Timeless),Sardinhas Intemporais,5,45.0
2022,5,1102,Sardinha 2018 (Timeless),Sardinhas Intemporais,12,108.0
2022,5,1103,Sardinha 2019 (Timeless),Sardinhas Intemporais,13,117.0
2022,5,1104,Sardinha 2020 (Timeless),Sardinhas Intemporais,21,189.0
2022,5,1105,Sardinha 2021 (Timeless),Sardinhas Intemporais,45,405.0
2022,5,1106,Sardinha 2022 (Timeless),Sardinhas Intemporais,39,351.0
2022,5,1107,Sardinha 2023 (Timeless),Sardinhas Intemporais,36,324.0
2022,5,1108,Sardinha 2024 (Timeless),Sardinhas Intemporais,49,441.0
2022,5,1109,Sardinha 2025 (Timeless),Sardinhas Intemporais,27,243.0
2022,5,1110,Sardinha 2026 (Timeless),Sardinhas Intemporais,47,423.0
2022,5,1111,Sardinha s/ pele e espinha em Azeite Virgem,Sardinhas,1404,21060.0
2022,5,1112,Petinga,Sardinhas,23,181.7
2022,5,1113,Sardinhas com Pimentos,Sardinhas,364,3567.2
2022,5,1114,Sardinhas Fumadas Picantes,Sardinhas,352,3449.6
2022,5,1115,Sardinhas com Limao,Sardinhas,254,2489.2
2022,5,1116,Sardinhas em Molho de Tomate,Sardinhas,273,2675.4
2022,5,1117,Sardinhas com Mostarda,Sardinhas,167,1903.8
2022,5,1118,Sardinha com Ketchup,Sardinhas,17,170.0
2022,5,1119,Sardinha com Algas em Azeite Virgem Extra,Sardinhas,22,281.6
2022,5,1120,Millesime,Sardinhas,4,173.2
2022,5,1121,Lingote,Sardinhas,74,1628.0
2022,5,1122,Sardinha ao Natural,Sardinhas,51,357.0
2022,5,1123,Anchovas,Sardinhas,128,1228.8
2022,5,1124,Sardinha c/ Azeitonas Recheadas | Lisboa,Sardinha Azeitonas (Cidades),351,4563.0
2022,5,1125,Sardinha c/ Azeitonas Recheadas | Porto,Sardinha Azeitonas (Cidades),49,637.0
2022,5,1126,Sardinha c/ Azeitonas Recheadas | Sintra,Sardinha Azeitonas (Cidades),47,611.0
2022,5,1127,Sardinha c/ Azeitonas Recheadas | Cascais,Sardinha Azeitonas (Cidades),18,234.0
2022,5,1128,Sardinha c/ Azeitonas Recheadas | Obidos,Sardinha Azeitonas (Cidades),16,208.0
2022,5,1129,Sardinha c/ Azeitonas Recheadas | Evora,Sardinha Azeitonas (Cidades),15,195.0
2022,5,1130,Sardinha c/ Azeitonas Recheadas | Coimbra,Sardinha Azeitonas (Cidades),21,273.0
2022,5,1131,Sardinha c/ Azeitonas Recheadas | Aveiro,Sardinha Azeitonas (Cidades),22,286.0
2022,5,1132,Sardinha c/ Azeitonas Recheadas | Algarve,Sardinha Azeitonas (Cidades),24,312.0
2022,5,1133,Sardinha c/ Azeitonas Recheadas | Madeira,Sardinha Azeitonas (Cidades),17,221.0
2022,5,1134,Sardinha c/ Azeitonas Recheadas | Acores,Sardinha Azeitonas (Cidades),25,325.0
2022,5,1135,Carapau em Azeite Virgem Extra,Outros Peixes e Mariscos,29,174.0
2022,5,1136,Mexilhoes Fumados em Azeite,Outros Peixes e Mariscos,220,1716.0
2022,5,1137,Atum em Azeite,Outros Peixes e Mariscos,249,2216.1
2022,5,1138,Filetes com Mostarda,Outros Peixes e Mariscos,70,812.0
2022,5,1139,Filetes de Cavala em Azeite,Outros Peixes e Mariscos,143,1329.9
2022,5,1140,Truta Fumada em Azeite,Outros Peixes e Mariscos,92,892.4
2022,5,1141,Lulas em Molho Guisado,Outros Peixes e Mariscos,57,558.6
2022,5,1142,Agulha Picante em Escabeche,Outros Peixes e Mariscos,24,254.4
2022,5,1143,Agulha Picante em Azeite Virgem Extra,Outros Peixes e Mariscos,35,357.0
2022,5,1144,Buzios ao Natural,Outros Peixes e Mariscos,43,442.90000000000003
2022,5,1145,Bacalhau em Azeite,Outros Peixes e Mariscos,515,6437.5
2022,5,1146,Ovas de Bacalhau Fumadas com Legumes,Outros Peixes e Mariscos,49,602.7
2022,5,1147,Choquinhos,Outros Peixes e Mariscos,36,511.2
2022,5,1148,Peixe-Espada em Azeite Virgem Extra,Outros Peixes e Mariscos,43,589.1
2022,5,1149,Salmao Fumado em Azeite,Outros Peixes e Mariscos,184,2723.2
2022,5,1150,Dourada em Azeite Virgem Extra,Outros Peixes e Mariscos,64,972.8
2022,5,1151,Robalo em Azeite Virgem Extra,Outros Peixes e Mariscos,262,4008.6
2022,5,1152,Polvo em Azeite Virgem Extra,Outros Peixes e Mariscos,642,10143.6
2022,5,1153,Camarao a Scampi (Gambas),Outros Peixes e Mariscos,245,4410.0
2022,5,1154,Corvina em Azeite Virgem Extra,Outros Peixes e Mariscos,78,1404.0
2022,5,1155,Linguado Fumado em Azeite,Outros Peixes e Mariscos,14,345.8
2022,5,1156,Enguias de Escabeche,Outros Peixes e Mariscos,22,616.0
2022,5,1157,Filetes de Enguia Fumada em Azeite,Outros Peixes e Mariscos,15,516.0
2022,5,1158,Caranguejo Real,Outros Peixes e Mariscos,4,337.2
2022,5,1159,Lagosta Picante com Algas em Azeite V.E.,Outros Peixes e Mariscos,17,788.8
2022,5,1160,Ovas de Cavala,Outros Peixes e Mariscos,6,159.60000000000002
2022,5,1161,Ovas de Sardinha,Outros Peixes e Mariscos,1,47.6
2022,5,1162,Pate de Cavala,Pates,42,348.6
2022,5,1163,Pate de Sardinha,Pates,88,774.4
2022,5,1164,Pate de Sardinha com Mostarda,Pates,40,376.0
2022,5,1165,Pate de Sardinha com Limao,Pates,40,384.0
2022,5,1166,Pate de Bacalhau,Pates,101,989.8000000000001
2022,5,1167,Pate de Enguias de Escabeche,Pates,19,205.20000000000002
2022,5,1168,Bolinhas de Aveia com Legumes,Vegetarianos,16,140.8
2022,5,1169,Pataniscas de Grao-de-Bico e Cenoura,Vegetarianos,35,339.5
2022,5,1170,Cogumelo Portobelo,Vegetarianos,27,329.4
2022,5,1171,Bolsa Sardine Summer,Embalagens e Acessorios,242,121.0
2022,5,1172,Saco de TNT,Embalagens e Acessorios,24,48.0
2022,5,1173,Saco Rede COMUR,Embalagens e Acessorios,9,180.0
2022,5,1174,Saco Grande COMUR/MFSP,Embalagens e Acessorios,23,11.5
2022,5,1175,Saco MFSP Pequeno,Embalagens e Acessorios,29,5.8
2022,5,1176,CX Portuguese Sardine 8un,Embalagens e Acessorios,217,0.0
2022,5,1177,Caixa de Pates,Embalagens e Acessorios,17,0.0
2022,5,1178,Caixa de Anchovas,Embalagens e Acessorios,7,0.0
2022,5,1179,Caixa Comur Survival Kit,Embalagens e Acessorios,12,0.0
2022,5,1180,Box Lingote,Embalagens e Acessorios,13,0.0
2022,5,1181,Caixa Crazy for Sardines,Embalagens e Acessorios,71,0.0
2022,6,1000,Sardinha 1916 (Timeless),Sardinhas Intemporais,8,72.0
2022,6,1001,Sardinha 1917 (Timeless),Sardinhas Intemporais,10,90.0
2022,6,1002,Sardinha 1918 (Timeless),Sardinhas Intemporais,9,81.0
2022,6,1003,Sardinha 1919 (Timeless),Sardinhas Intemporais,9,81.0
2022,6,1004,Sardinha 1920 (Timeless),Sardinhas Intemporais,6,54.0
2022,6,1005,Sardinha 1921 (Timeless),Sardinhas Intemporais,9,81.0
2022,6,1006,Sardinha 1922 (Timeless),Sardinhas Intemporais,12,108.0
2022,6,1007,Sardinha 1923 (Timeless),Sardinhas Intemporais,9,81.0
2022,6,1008,Sardinha 1924 (Timeless),Sardinhas Intemporais,12,108.0
2022,6,1009,Sardinha 1925 (Timeless),Sardinhas Intemporais,9,81.0
2022,6,1010,Sardinha 1926 (Timeless),Sardinhas Intemporais,12,108.0
2022,6,1011,Sardinha 1927 (Timeless),Sardinhas Intemporais,12,108.0
2022,6,1012,Sardinha 1928 (Timeless),Sardinhas Intemporais,8,72.0
2022,6,1013,Sardinha 1929 (Timeless),Sardinhas Intemporais,11,99.0
2022,6,1014,Sardinha 1930 (Timeless),Sardinhas Intemporais,10,90.0
2022,6,1015,Sardinha 1931 (Timeless),Sardinhas Intemporais,11,99.0
2022,6,1016,Sardinha 1932 (Timeless),Sardinhas Intemporais,10,90.0
2022,6,1017,Sardinha 1933 (Timeless),Sardinhas Intemporais,14,126.0
2022,6,1018,Sardinha 1934 (Timeless),Sardinhas Intemporais,18,162.0
2022,6,1019,Sardinha 1935 (Timeless),Sardinhas Intemporais,4,36.0
2022,6,1020,Sardinha 1936 (Timeless),Sardinhas Intemporais,11,99.0
2022,6,1021,Sardinha 1937 (Timeless),Sardinhas Intemporais,10,90.0
2022,6,1022,Sardinha 1938 (Timeless),Sardinhas Intemporais,13,117.0
2022,6,1023,Sardinha 1939 (Timeless),Sardinhas Intemporais,11,99.0
2022,6,1024,Sardinha 1940 (Timeless),Sardinhas Intemporais,8,72.0
2022,6,1025,Sardinha 1941 (Timeless),Sardinhas Intemporais,11,99.0
2022,6,1026,Sardinha 1942 (Timeless),Sardinhas Intemporais,15,135.0
2022,6,1027,Sardinha 1943 (Timeless),Sardinhas Intemporais,8,72.0
2022,6,1028,Sardinha 1944 (Timeless),Sardinhas Intemporais,4,36.0
2022,6,1029,Sardinha 1945 (Timeless),Sardinhas Intemporais,6,54.0
2022,6,1030,Sardinha 1946 (Timeless),Sardinhas Intemporais,12,108.0
2022,6,1031,Sardinha 1947 (Timeless),Sardinhas Intemporais,14,126.0
2022,6,1032,Sardinha 1948 (Timeless),Sardinhas Intemporais,12,108.0
2022,6,1033,Sardinha 1949 (Timeless),Sardinhas Intemporais,5,45.0
2022,6,1034,Sardinha 1950 (Timeless),Sardinhas Intemporais,36,324.0
2022,6,1035,Sardinha 1951 (Timeless),Sardinhas Intemporais,36,324.0
2022,6,1036,Sardinha 1952 (Timeless),Sardinhas Intemporais,46,414.0
2022,6,1037,Sardinha 1953 (Timeless),Sardinhas Intemporais,46,414.0
2022,6,1038,Sardinha 1954 (Timeless),Sardinhas Intemporais,41,369.0
2022,6,1039,Sardinha 1955 (Timeless),Sardinhas Intemporais,30,270.0
2022,6,1040,Sardinha 1956 (Timeless),Sardinhas Intemporais,42,378.0
2022,6,1041,Sardinha 1957 (Timeless),Sardinhas Intemporais,34,306.0
2022,6,1042,Sardinha 1958 (Timeless),Sardinhas Intemporais,35,315.0
2022,6,1043,Sardinha 1959 (Timeless),Sardinhas Intemporais,41,369.0
2022,6,1044,Sardinha 1960 (Timeless),Sardinhas Intemporais,39,351.0
2022,6,1045,Sardinha 1961 (Timeless),Sardinhas Intemporais,49,441.0
2022,6,1046,Sardinha 1962 (Timeless),Sardinhas Intemporais,32,288.0
2022,6,1047,Sardinha 1963 (Timeless),Sardinhas Intemporais,31,279.0
2022,6,1048,Sardinha 1964 (Timeless),Sardinhas Intemporais,39,351.0
2022,6,1049,Sardinha 1965 (Timeless),Sardinhas Intemporais,40,360.0
2022,6,1050,Sardinha 1966 (Timeless),Sardinhas Intemporais,38,342.0
2022,6,1051,Sardinha 1967 (Timeless),Sardinhas Intemporais,49,441.0
2022,6,1052,Sardinha 1968 (Timeless),Sardinhas Intemporais,38,342.0
2022,6,1053,Sardinha 1969 (Timeless),Sardinhas Intemporais,40,360.0
2022,6,1054,Sardinha 1970 (Timeless),Sardinhas Intemporais,37,333.0
2022,6,1055,Sardinha 1971 (Timeless),Sardinhas Intemporais,53,477.0
2022,6,1056,Sardinha 1972 (Timeless),Sardinhas Intemporais,43,387.0
2022,6,1057,Sardinha 1973 (Timeless),Sardinhas Intemporais,43,387.0
2022,6,1058,Sardinha 1974 (Timeless),Sardinhas Intemporais,40,360.0
2022,6,1059,Sardinha 1975 (Timeless),Sardinhas Intemporais,41,369.0
2022,6,1060,Sardinha 1976 (Timeless),Sardinhas Intemporais,45,405.0
2022,6,1061,Sardinha 1977 (Timeless),Sardinhas Intemporais,32,288.0
2022,6,1062,Sardinha 1978 (Timeless),Sardinhas Intemporais,44,396.0
2022,6,1063,Sardinha 1979 (Timeless),Sardinhas Intemporais,45,405.0
2022,6,1064,Sardinha 1980 (Timeless),Sardinhas Intemporais,56,504.0
2022,6,1065,Sardinha 1981 (Timeless),Sardinhas Intemporais,45,405.0
2022,6,1066,Sardinha 1982 (Timeless),Sardinhas Intemporais,40,360.0
2022,6,1067,Sardinha 1983 (Timeless),Sardinhas Intemporais,31,279.0
2022,6,1068,Sardinha 1984 (Timeless),Sardinhas Intemporais,35,315.0
2022,6,1069,Sardinha 1985 (Timeless),Sardinhas Intemporais,37,333.0
2022,6,1070,Sardinha 1986 (Timeless),Sardinhas Intemporais,34,306.0
2022,6,1071,Sardinha 1987 (Timeless),Sardinhas Intemporais,45,405.0
2022,6,1072,Sardinha 1988 (Timeless),Sardinhas Intemporais,40,360.0
2022,6,1073,Sardinha 1989 (Timeless),Sardinhas Intemporais,44,396.0
2022,6,1074,Sardinha 1990 (Timeless),Sardinhas Intemporais,36,324.0
2022,6,1075,Sardinha 1991 (Timeless),Sardinhas Intemporais,39,351.0
2022,6,1076,Sardinha 1992 (Timeless),Sardinhas Intemporais,27,243.0
2022,6,1077,Sardinha 1993 (Timeless),Sardinhas Intemporais,36,324.0
2022,6,1078,Sardinha 1994 (Timeless),Sardinhas Intemporais,58,522.0
2022,6,1079,Sardinha 1995 (Timeless),Sardinhas Intemporais,43,387.0
2022,6,1080,Sardinha 1996 (Timeless),Sardinhas Intemporais,45,405.0
2022,6,1081,Sardinha 1997 (Timeless),Sardinhas Intemporais,43,387.0
2022,6,1082,Sardinha 1998 (Timeless),Sardinhas Intemporais,50,450.0
2022,6,1083,Sardinha 1999 (Timeless),Sardinhas Intemporais,36,324.0
2022,6,1084,Sardinha 2000 (Timeless),Sardinhas Intemporais,34,306.0
2022,6,1085,Sardinha 2001 (Timeless),Sardinhas Intemporais,32,288.0
2022,6,1086,Sardinha 2002 (Timeless),Sardinhas Intemporais,34,306.0
2022,6,1087,Sardinha 2003 (Timeless),Sardinhas Intemporais,42,378.0
2022,6,1088,Sardinha 2004 (Timeless),Sardinhas Intemporais,35,315.0
2022,6,1089,Sardinha 2005 (Timeless),Sardinhas Intemporais,45,405.0
2022,6,1090,Sardinha 2006 (Timeless),Sardinhas Intemporais,18,162.0
2022,6,1091,Sardinha 2007 (Timeless),Sardinhas Intemporais,5,45.0
2022,6,1092,Sardinha 2008 (Timeless),Sardinhas Intemporais,14,126.0
2022,6,1093,Sardinha 2009 (Timeless),Sardinhas Intemporais,10,90.0
2022,6,1094,Sardinha 2010 (Timeless),Sardinhas Intemporais,9,81.0
2022,6,1095,Sardinha 2011 (Timeless),Sardinhas Intemporais,7,63.0
2022,6,1096,Sardinha 2012 (Timeless),Sardinhas Intemporais,10,90.0
2022,6,1097,Sardinha 2013 (Timeless),Sardinhas Intemporais,7,63.0
2022,6,1098,Sardinha 2014 (Timeless),Sardinhas Intemporais,10,90.0
